Prot_A,Prot_B,score,Disease
GRIN1,GRIN2B,0.999,Alzheimer's Disease
GRIA1,GRIN2B,0.934,Alzheimer's Disease
GRIA1,GRIA3,0.999,Alzheimer's Disease
GRIN2B,GRIA3,0.823,Alzheimer's Disease
GNAL,GNG7,0.959,Alzheimer's Disease
CALY,DRD1,0.952,Alzheimer's Disease
GNAQ,DRD5,0.919,Alzheimer's Disease
GNAQ,DRD1,0.939,Alzheimer's Disease
DRD5,DRD1,0.818,Alzheimer's Disease
DRD5,GIP,0.901,Alzheimer's Disease
DRD5,NPPA,0.903,Alzheimer's Disease
DRD5,GCG,0.906,Alzheimer's Disease
DRD5,VIP,0.908,Alzheimer's Disease
DRD5,ADCYAP1,0.909,Alzheimer's Disease
DRD5,POMC,0.918,Alzheimer's Disease
DRD5,GNAL,0.949,Alzheimer's Disease
DRD5,GNAS,0.958,Alzheimer's Disease
GNAL,DRD1,0.984,Alzheimer's Disease
GIP,DRD1,0.9,Alzheimer's Disease
VIP,DRD1,0.933,Alzheimer's Disease
GNAS,DRD1,0.994,Alzheimer's Disease
NPPA,DRD1,0.909,Alzheimer's Disease
DRD1,GCG,0.913,Alzheimer's Disease
DRD1,ADCYAP1,0.921,Alzheimer's Disease
DRD1,POMC,0.938,Alzheimer's Disease
GNA11,CXCR4,0.921,Alzheimer's Disease
GNA11,ADRA1B,0.927,Alzheimer's Disease
GNA11,ADRA1D,0.961,Alzheimer's Disease
GNA11,ADRA1A,0.969,Alzheimer's Disease
GNB3,CXCR4,0.916,Alzheimer's Disease
GNA12,ADRA1B,0.925,Alzheimer's Disease
GNA12,ADRA1D,0.96,Alzheimer's Disease
GNA12,ADRA1A,0.968,Alzheimer's Disease
GNA12,CXCR4,0.972,Alzheimer's Disease
GNAQ,CXCR4,0.963,Alzheimer's Disease
GNAQ,ADRA1B,0.976,Alzheimer's Disease
GNAQ,ADRA1D,0.983,Alzheimer's Disease
GNAQ,ADRA1A,0.987,Alzheimer's Disease
ADRA1B,ADRA1D,0.949,Alzheimer's Disease
ADRA1B,ADRA1A,0.957,Alzheimer's Disease
AGT,CXCR4,0.936,Alzheimer's Disease
ADRA1D,ADRA1A,0.909,Alzheimer's Disease
GNAQ,TBXA2R,0.995,Alzheimer's Disease
GNA11,ADRA2A,0.914,Alzheimer's Disease
GNA11,ADRA2C,0.914,Alzheimer's Disease
GNAO1,ADRA2A,0.956,Alzheimer's Disease
GNA12,ADRA2C,0.912,Alzheimer's Disease
GNA12,ADRA2A,0.924,Alzheimer's Disease
ADRA2A,GNG2,0.932,Alzheimer's Disease
ADRA2A,GNAQ,0.959,Alzheimer's Disease
ADRA2A,GNB1,0.978,Alzheimer's Disease
GNAQ,ADRA2C,0.953,Alzheimer's Disease
GNA11,ADRA2B,0.91,Alzheimer's Disease
GNA12,ADRA2B,0.909,Alzheimer's Disease
GNAQ,ADRA2B,0.925,Alzheimer's Disease
GNAQ,HRH1,0.999,Alzheimer's Disease
GNG2,HRH1,0.8,Alzheimer's Disease
GNB1,HRH1,0.903,Alzheimer's Disease
GNG2,LPAR1,0.944,Alzheimer's Disease
LPAR1,GNB1,0.937,Alzheimer's Disease
LPAR1,GNAI1,0.997,Alzheimer's Disease
CHRM2,IGHV3-16,0.8,Alzheimer's Disease
ARRB1,IGHV3-16,0.9,Alzheimer's Disease
IGHV3-16,GNAI1,0.9,Alzheimer's Disease
CPX-2556,H1-0,0.974,Alzheimer's Disease
CPX-2556,H2BC12,0.997,Alzheimer's Disease
CPX-2556,H2BC21,0.999,Alzheimer's Disease
CDK2,H1-0,0.979,Alzheimer's Disease
H1-0,H2BC12,0.916,Alzheimer's Disease
H1-0,CDK1,0.95,Alzheimer's Disease
H1-0,CPX-2556,0.96,Alzheimer's Disease
H2BC12,H2BC21,0.929,Alzheimer's Disease
H2BC12,CPX-2556,0.997,Alzheimer's Disease
CYP27A1,CYP8B1,0.951,Alzheimer's Disease
SLC9A3R1,RDX,0.999,Alzheimer's Disease
ABCC2,ABCG2,0.979,Alzheimer's Disease
HDC,HNMT,0.966,Alzheimer's Disease
APOE,HSPG2,0.954,Alzheimer's Disease
CHKA,CHKB,0.905,Alzheimer's Disease
CHKA,PHOSPHO1,0.91,Alzheimer's Disease
CHKA,ACHE,0.912,Alzheimer's Disease
CHKA,CHAT,0.918,Alzheimer's Disease
CHKA,GPCPD1,0.953,Alzheimer's Disease
APP,ACHE,0.937,Alzheimer's Disease
APP,BACE1,0.999,Alzheimer's Disease
ACHE,GHRL,0.821,Alzheimer's Disease
ACHE,PHOSPHO1,0.904,Alzheimer's Disease
ACHE,CHKB,0.909,Alzheimer's Disease
ACHE,GPCPD1,0.916,Alzheimer's Disease
CHAT,PHOSPHO1,0.903,Alzheimer's Disease
CHAT,CHKB,0.911,Alzheimer's Disease
CHAT,GPCPD1,0.924,Alzheimer's Disease
DOK7,MUSK,0.998,Alzheimer's Disease
GPCPD1,PHOSPHO1,0.909,Alzheimer's Disease
GPCPD1,CHKB,0.932,Alzheimer's Disease
CHKB,PHOSPHO1,0.92,Alzheimer's Disease
PON1,APP,0.782,Alzheimer's Disease
PON1,APOE,0.977,Alzheimer's Disease
BCHE,GHRL,0.866,Alzheimer's Disease
GNA11,PTH1R,0.936,Alzheimer's Disease
PTH2R,GNG2,0.823,Alzheimer's Disease
PTH2R,PTH1R,0.905,Alzheimer's Disease
PTH2R,GNB1,0.925,Alzheimer's Disease
PTH2R,GNAS,0.964,Alzheimer's Disease
PTH2R,PTH,0.997,Alzheimer's Disease
GNA12,PTH1R,0.925,Alzheimer's Disease
GNAQ,PTH1R,0.946,Alzheimer's Disease
GNAI2,PTH1R,0.91,Alzheimer's Disease
GNG2,PTH,0.8,Alzheimer's Disease
GNG2,PTHLH,0.8,Alzheimer's Disease
GNG2,PTH1R,0.823,Alzheimer's Disease
GNG2,GHRH,0.896,Alzheimer's Disease
GNAI3,PTH1R,0.91,Alzheimer's Disease
GNAS,PTHLH,0.928,Alzheimer's Disease
GNAS,GHRH,0.963,Alzheimer's Disease
GNAS,PTH,0.975,Alzheimer's Disease
GNAS,PTH1R,0.997,Alzheimer's Disease
GHRH,GNB1,0.908,Alzheimer's Disease
GNB1,PTHLH,0.8,Alzheimer's Disease
GNB1,PTH,0.8,Alzheimer's Disease
GNB1,PTH1R,0.922,Alzheimer's Disease
PTH1R,GNAI1,0.938,Alzheimer's Disease
PTH1R,ARRB2,0.98,Alzheimer's Disease
PTH1R,ARRB1,0.981,Alzheimer's Disease
PTH1R,PTHLH,0.999,Alzheimer's Disease
PTH1R,PTH,0.999,Alzheimer's Disease
APOE,CLU,0.999,Alzheimer's Disease
SORL1,APP,0.999,Alzheimer's Disease
APBA1,APP,0.998,Alzheimer's Disease
IDE,APP,0.995,Alzheimer's Disease
APP,APH1A,0.986,Alzheimer's Disease
APP,FPR2,0.987,Alzheimer's Disease
APP,KAT5,0.993,Alzheimer's Disease
APP,APBB2,0.995,Alzheimer's Disease
APP,TNFRSF21,0.998,Alzheimer's Disease
APP,CLU,0.998,Alzheimer's Disease
APP,PRNP,0.998,Alzheimer's Disease
APP,NAE1,0.998,Alzheimer's Disease
APP,APBA2,0.998,Alzheimer's Disease
APP,NCSTN,0.998,Alzheimer's Disease
APP,APBB1,0.999,Alzheimer's Disease
APP,PSEN1,0.999,Alzheimer's Disease
NCSTN,APH1A,0.999,Alzheimer's Disease
NCSTN,PSEN1,0.999,Alzheimer's Disease
PSEN1,APH1A,0.999,Alzheimer's Disease
KAT5,APBB1,0.999,Alzheimer's Disease
APBB2,APBB1,0.87,Alzheimer's Disease
MDM2,ATM,0.995,Alzheimer's Disease
MDM2,TP53,0.999,Alzheimer's Disease
TP53,ATM,0.999,Alzheimer's Disease
GSK3B,NFATC1,0.953,Alzheimer's Disease
GSK3B,PRKACB,0.981,Alzheimer's Disease
DYRK1A,PRKACB,0.771,Alzheimer's Disease
MAPT,YWHAB,0.899,Alzheimer's Disease
PRKACB,NFATC1,0.927,Alzheimer's Disease
CHRND,CHRNA3,0.743,Alzheimer's Disease
CHRND,CHRNB2,0.756,Alzheimer's Disease
CHRND,CHRNA6,0.765,Alzheimer's Disease
CHRND,CHRNA7,0.765,Alzheimer's Disease
CHRND,CHRNA2,0.777,Alzheimer's Disease
CHRND,CHRNB3,0.778,Alzheimer's Disease
CHRND,CHRNA4,0.781,Alzheimer's Disease
CHRND,CPX-2171,0.844,Alzheimer's Disease
CHRND,CHRNE,0.847,Alzheimer's Disease
CHRND,CHRNB1,0.908,Alzheimer's Disease
CHRNA6,CHRNB2,0.749,Alzheimer's Disease
CHRNA6,CHRNB1,0.752,Alzheimer's Disease
CHRNA6,CHRNA2,0.763,Alzheimer's Disease
CHRNA6,CPX-2171,0.763,Alzheimer's Disease
CHRNA6,CHRNA7,0.776,Alzheimer's Disease
CHRNA6,CHRNA3,0.826,Alzheimer's Disease
CHRNA6,CHRNE,0.835,Alzheimer's Disease
CHRNA6,CHRNA4,0.891,Alzheimer's Disease
CHRNA6,CHRNB3,0.93,Alzheimer's Disease
CHRNB3,CPX-2171,0.765,Alzheimer's Disease
CHRNB3,CHRNA3,0.774,Alzheimer's Disease
CHRNB3,CHRNA7,0.777,Alzheimer's Disease
CHRNB3,CHRNB1,0.784,Alzheimer's Disease
CHRNB3,CHRNB2,0.785,Alzheimer's Disease
CHRNB3,CHRNE,0.829,Alzheimer's Disease
CHRNB3,CHRNA4,0.843,Alzheimer's Disease
CHRNB3,CHRNA2,0.919,Alzheimer's Disease
CHRNB1,CHRNB2,0.745,Alzheimer's Disease
CHRNB1,CHRNA3,0.749,Alzheimer's Disease
CHRNB1,CHRNA4,0.772,Alzheimer's Disease
CHRNB1,CHRNA7,0.775,Alzheimer's Disease
CHRNB1,CHRNA2,0.788,Alzheimer's Disease
CHRNB1,CPX-2171,0.828,Alzheimer's Disease
CHRNB1,CHRNE,0.847,Alzheimer's Disease
CPX-2171,CHRNE,0.777,Alzheimer's Disease
CPX-2171,CHRNA2,0.916,Alzheimer's Disease
CPX-2171,CHRNA4,0.916,Alzheimer's Disease
CPX-2171,CHRNB2,0.919,Alzheimer's Disease
CPX-2171,CHRNA7,0.919,Alzheimer's Disease
CPX-2171,CHRNA3,0.942,Alzheimer's Disease
CHRNA3,CHRNE,0.744,Alzheimer's Disease
CHRNA3,CHRNA2,0.915,Alzheimer's Disease
CHRNA3,CHRNA4,0.915,Alzheimer's Disease
CHRNA3,CHRNA7,0.918,Alzheimer's Disease
CHRNA3,CHRNB2,0.962,Alzheimer's Disease
CHRNB2,CHRNE,0.749,Alzheimer's Disease
CHRNB2,CHRNA7,0.923,Alzheimer's Disease
CHRNB2,CHRNA2,0.948,Alzheimer's Disease
CHRNB2,CHRNA4,0.994,Alzheimer's Disease
CHRNA4,CHRNE,0.777,Alzheimer's Disease
CHRNA4,CHRNA7,0.925,Alzheimer's Disease
CHRNA4,CHRNA2,0.939,Alzheimer's Disease
CHRNA2,CHRNE,0.792,Alzheimer's Disease
CHRNA2,CHRNA7,0.93,Alzheimer's Disease
CHRNA7,CHRNE,0.777,Alzheimer's Disease
INSIG2,INSIG1,0.955,Alzheimer's Disease
INSIG2,SREBF2,0.986,Alzheimer's Disease
SQLE,FDFT1,0.999,Alzheimer's Disease
PRKAG2,HMGCR,0.932,Alzheimer's Disease
PRKAG2,PRKAG3,0.946,Alzheimer's Disease
PRKAG2,PRKAA2,0.998,Alzheimer's Disease
PRKAG2,PRKAB1,0.999,Alzheimer's Disease
PRKAG2,PRKAA1,0.999,Alzheimer's Disease
HMGCR,PRKAG3,0.928,Alzheimer's Disease
HMGCR,PRKAB1,0.928,Alzheimer's Disease
HMGCR,PRKAA2,0.932,Alzheimer's Disease
HMGCR,PRKAA1,0.938,Alzheimer's Disease
HMGCR,AMFR,0.953,Alzheimer's Disease
HMGCR,SREBF2,0.985,Alzheimer's Disease
HMGCR,INSIG1,0.999,Alzheimer's Disease
HMGCR,HMGCS1,0.999,Alzheimer's Disease
HMGCR,HMGCS2,0.999,Alzheimer's Disease
AMFR,INSIG1,0.999,Alzheimer's Disease
HMGCS1,HMGCS2,0.917,Alzheimer's Disease
INSIG1,SREBF2,0.997,Alzheimer's Disease
PRKAA1,PRKAA2,0.984,Alzheimer's Disease
PRKAA1,PRKAG3,0.997,Alzheimer's Disease
PRKAA1,PRKAB1,0.999,Alzheimer's Disease
SREBF1,SREBF2,0.933,Alzheimer's Disease
FDPS,IDI1,0.994,Alzheimer's Disease
FDPS,FDFT1,0.995,Alzheimer's Disease
PRKAA2,PRKAG3,0.997,Alzheimer's Disease
PRKAA2,PRKAB1,0.999,Alzheimer's Disease
PRKAG3,PRKAB1,0.999,Alzheimer's Disease
CYP2C9,CYP2E1,0.936,Alzheimer's Disease
CYP2C9,CYP2A6,0.946,Alzheimer's Disease
CYP2C9,GSTP1,0.951,Alzheimer's Disease
CYP2A6,CYP2E1,0.928,Alzheimer's Disease
CYP2A6,GSTP1,0.945,Alzheimer's Disease
CYP2A6,CYP3A4,0.975,Alzheimer's Disease
GSTP1,CYP3A4,0.976,Alzheimer's Disease
GSTP1,CYP2E1,0.979,Alzheimer's Disease
CYP2E1,CYP3A4,0.991,Alzheimer's Disease
SMARCA5,POLE3,0.999,Alzheimer's Disease
EGFR,RGS4,0.778,Alzheimer's Disease
GNAQ,ARHGEF1,0.964,Alzheimer's Disease
GNAQ,GRK2,0.999,Alzheimer's Disease
RGS4,GNAI1,0.932,Alzheimer's Disease
SMAD2,E2F4,0.977,Alzheimer's Disease
SMAD2,CREBBP,0.986,Alzheimer's Disease
SMAD2,EP300,0.987,Alzheimer's Disease
SMAD2,CPX-1123,0.992,Alzheimer's Disease
SMAD2,TGFBR2,0.998,Alzheimer's Disease
SMAD2,FOXH1,0.999,Alzheimer's Disease
SMAD2,SMAD3,0.999,Alzheimer's Disease
SMAD2,SMAD4,0.999,Alzheimer's Disease
SMAD2,TGFBR1,0.999,Alzheimer's Disease
SMAD2,SMURF2,0.999,Alzheimer's Disease
CREBBP,JUN,0.994,Alzheimer's Disease
CREBBP,CPX-1123,0.995,Alzheimer's Disease
CREBBP,SMAD3,0.995,Alzheimer's Disease
CREBBP,CTNNB1,0.999,Alzheimer's Disease
CREBBP,EP300,0.999,Alzheimer's Disease
SMURF2,TGFBR2,0.981,Alzheimer's Disease
SMURF2,SMAD3,0.997,Alzheimer's Disease
SMURF2,TGFBR1,0.999,Alzheimer's Disease
EP300,AKT1,0.954,Alzheimer's Disease
EP300,CPX-1123,0.991,Alzheimer's Disease
EP300,SMAD4,0.994,Alzheimer's Disease
EP300,JUN,0.999,Alzheimer's Disease
EP300,SMAD3,0.999,Alzheimer's Disease
EP300,CTNNB1,0.999,Alzheimer's Disease
SMAD3,CPX-1123,0.995,Alzheimer's Disease
SMAD3,JUN,0.997,Alzheimer's Disease
SMAD3,FOXH1,0.998,Alzheimer's Disease
SMAD3,TGFBR2,0.998,Alzheimer's Disease
SMAD3,NEDD4L,0.999,Alzheimer's Disease
SMAD3,SMAD4,0.999,Alzheimer's Disease
SMAD3,E2F4,0.999,Alzheimer's Disease
SMAD3,TGFBR1,0.999,Alzheimer's Disease
SMAD3,CTNNB1,0.999,Alzheimer's Disease
CPX-1123,AKT1,0.998,Alzheimer's Disease
SMAD4,TGFBR2,0.996,Alzheimer's Disease
SMAD4,E2F4,0.997,Alzheimer's Disease
SMAD4,FOXH1,0.997,Alzheimer's Disease
SMAD4,TGFBR1,0.998,Alzheimer's Disease
TGFBR2,TGFBR1,0.999,Alzheimer's Disease
JUN,AKT1,0.991,Alzheimer's Disease
FOXH1,CTNNB1,0.857,Alzheimer's Disease
ADORA3,ADORA1,0.907,Alzheimer's Disease
ADORA3,GNAI3,0.91,Alzheimer's Disease
ADORA3,KNG1,0.915,Alzheimer's Disease
ADORA3,GNAI1,0.92,Alzheimer's Disease
ADORA3,GNAI2,0.922,Alzheimer's Disease
NT5E,ADA,0.984,Alzheimer's Disease
GNAI2,ADORA1,0.994,Alzheimer's Disease
GNG2,ADORA1,0.816,Alzheimer's Disease
ADORA1,GNAI3,0.92,Alzheimer's Disease
ADORA1,KNG1,0.928,Alzheimer's Disease
ADORA1,GNAI1,0.931,Alzheimer's Disease
ADORA1,GNB1,0.941,Alzheimer's Disease
NTRK2,ADORA2A,0.94,Alzheimer's Disease
GNAQ,ADORA2B,0.922,Alzheimer's Disease
GNAQ,ADORA2A,0.959,Alzheimer's Disease
ADORA2B,ADORA2A,0.937,Alzheimer's Disease
ADORA2B,GNAS,0.954,Alzheimer's Disease
GNAL,ADORA2A,0.949,Alzheimer's Disease
GIP,ADORA2A,0.9,Alzheimer's Disease
VIP,ADORA2A,0.917,Alzheimer's Disease
GNAS,ADORA2A,0.995,Alzheimer's Disease
NPPA,ADORA2A,0.905,Alzheimer's Disease
POMC,ADORA2A,0.923,Alzheimer's Disease
GCG,ADORA2A,0.916,Alzheimer's Disease
ADCYAP1,ADORA2A,0.912,Alzheimer's Disease
GNA12,AGTR1,0.954,Alzheimer's Disease
SNTB2,ADRA1D,0.874,Alzheimer's Disease
SNTB2,DTNA,0.974,Alzheimer's Disease
SNTB2,DMD,0.985,Alzheimer's Disease
SNTB2,UTRN,0.99,Alzheimer's Disease
DMD,DTNA,0.988,Alzheimer's Disease
AGT,AGTR1,0.999,Alzheimer's Disease
UTRN,ADRA1D,0.847,Alzheimer's Disease
UTRN,DTNA,0.926,Alzheimer's Disease
ADRA1D,DTNA,0.749,Alzheimer's Disease
ADRB2,GNAI3,0.925,Alzheimer's Disease
ADRB2,ADRB3,0.94,Alzheimer's Disease
ADRB2,GNAI2,0.948,Alzheimer's Disease
ADRB2,GNAI1,0.949,Alzheimer's Disease
ADRB2,ADRB1,0.956,Alzheimer's Disease
ADRB2,GNAS,0.993,Alzheimer's Disease
ADRB2,ARRB2,0.999,Alzheimer's Disease
ADRB2,ARRB1,0.999,Alzheimer's Disease
GNAI2,ADRB3,0.912,Alzheimer's Disease
GNAI2,ADRB1,0.923,Alzheimer's Disease
ADRB3,ADRB1,0.907,Alzheimer's Disease
ADRB3,GNAI3,0.914,Alzheimer's Disease
ADRB3,GNAI1,0.915,Alzheimer's Disease
ADRB3,GNAS,0.941,Alzheimer's Disease
GIP,ADRB1,0.934,Alzheimer's Disease
VIP,ADRB1,0.921,Alzheimer's Disease
ADRB1,ADCYAP1,0.916,Alzheimer's Disease
ADRB1,GNAI3,0.921,Alzheimer's Disease
ADRB1,GNAI1,0.923,Alzheimer's Disease
ADRB1,GCG,0.927,Alzheimer's Disease
ADRB1,POMC,0.932,Alzheimer's Disease
ADRB1,NPPA,0.947,Alzheimer's Disease
ADRB1,GNAS,0.979,Alzheimer's Disease
GCG,GNAI1,0.808,Alzheimer's Disease
SLC9A3R1,ADRB2,0.997,Alzheimer's Disease
ARRDC3,ADRB2,0.934,Alzheimer's Disease
GNAI2,SRC,0.92,Alzheimer's Disease
GNAI3,SRC,0.911,Alzheimer's Disease
GNAS,SRC,0.942,Alzheimer's Disease
SRC,GNAI1,0.916,Alzheimer's Disease
SRC,ARRB2,0.998,Alzheimer's Disease
SRC,ARRB1,0.999,Alzheimer's Disease
PPARGC1A,PPARA,0.999,Alzheimer's Disease
TH,SNCA,0.997,Alzheimer's Disease
SLC18A2,SNCA,0.979,Alzheimer's Disease
REN,AGT,0.999,Alzheimer's Disease
GNAQ,AGTR2,0.921,Alzheimer's Disease
GNAQ,BDKRB2,0.982,Alzheimer's Disease
ACE,KNG1,0.995,Alzheimer's Disease
ACE,AGT,0.999,Alzheimer's Disease
AGT,BDKRB2,0.989,Alzheimer's Disease
AGT,AGTR2,0.999,Alzheimer's Disease
AGT,ACE2,0.999,Alzheimer's Disease
AGTR2,AGTR1,0.982,Alzheimer's Disease
EDN1,BDKRB2,0.935,Alzheimer's Disease
BDKRB2,KNG1,0.999,Alzheimer's Disease
GNA11,BDKRB1,0.915,Alzheimer's Disease
GNA11,BDKRB2,0.925,Alzheimer's Disease
BDKRB1,GNG2,0.904,Alzheimer's Disease
BDKRB1,F2,0.909,Alzheimer's Disease
BDKRB1,EDN1,0.929,Alzheimer's Disease
BDKRB1,GNB1,0.952,Alzheimer's Disease
BDKRB1,BDKRB2,0.969,Alzheimer's Disease
BDKRB1,AGT,0.973,Alzheimer's Disease
BDKRB1,GNAQ,0.974,Alzheimer's Disease
BDKRB1,KNG1,0.999,Alzheimer's Disease
F2,BDKRB2,0.91,Alzheimer's Disease
F2,AGTR1,0.92,Alzheimer's Disease
GNAI2,BDKRB2,0.91,Alzheimer's Disease
GNG2,BDKRB2,0.904,Alzheimer's Disease
GNAI3,BDKRB2,0.909,Alzheimer's Disease
GNA14,BDKRB2,0.913,Alzheimer's Disease
GNB1,BDKRB2,0.952,Alzheimer's Disease
BDKRB2,GNAI1,0.909,Alzheimer's Disease
SCT,IGHV3-16,0.8,Alzheimer's Disease
SCT,GNB1,0.895,Alzheimer's Disease
SCT,GNG2,0.895,Alzheimer's Disease
SCT,GNAS,0.928,Alzheimer's Disease
IAPP,IGHV3-16,0.8,Alzheimer's Disease
IAPP,GNB1,0.8,Alzheimer's Disease
IAPP,GNG2,0.801,Alzheimer's Disease
IAPP,GNAS,0.902,Alzheimer's Disease
IAPP,CALCA,0.986,Alzheimer's Disease
IAPP,ADM,0.994,Alzheimer's Disease
IAPP,RAMP2,0.996,Alzheimer's Disease
IAPP,RAMP3,0.998,Alzheimer's Disease
IAPP,CALCR,0.999,Alzheimer's Disease
RAMP3,GABBR2,0.748,Alzheimer's Disease
RAMP3,GABBR1,0.753,Alzheimer's Disease
RAMP3,IGHV3-16,0.8,Alzheimer's Disease
RAMP3,GNB1,0.8,Alzheimer's Disease
RAMP3,GNG2,0.8,Alzheimer's Disease
RAMP3,GNAS,0.979,Alzheimer's Disease
RAMP3,CALCA,0.986,Alzheimer's Disease
RAMP3,RAMP2,0.991,Alzheimer's Disease
RAMP3,CALCR,0.999,Alzheimer's Disease
RAMP3,ADM,0.999,Alzheimer's Disease
RAMP2,GABBR2,0.735,Alzheimer's Disease
RAMP2,GABBR1,0.747,Alzheimer's Disease
RAMP2,GNB1,0.8,Alzheimer's Disease
RAMP2,IGHV3-16,0.8,Alzheimer's Disease
RAMP2,GNG2,0.804,Alzheimer's Disease
RAMP2,GNAS,0.99,Alzheimer's Disease
RAMP2,CALCA,0.998,Alzheimer's Disease
RAMP2,CALCR,0.999,Alzheimer's Disease
RAMP2,ADM,0.999,Alzheimer's Disease
GABBR2,CALCR,0.748,Alzheimer's Disease
GABBR2,GNB1,0.927,Alzheimer's Disease
GABBR2,GNG2,0.942,Alzheimer's Disease
GABBR2,GABBR1,0.999,Alzheimer's Disease
CALCA,IGHV3-16,0.8,Alzheimer's Disease
CALCA,GNG2,0.922,Alzheimer's Disease
CALCA,GNB1,0.923,Alzheimer's Disease
CALCA,GNAS,0.964,Alzheimer's Disease
CALCA,ADM,0.982,Alzheimer's Disease
CALCA,CALCR,0.999,Alzheimer's Disease
GNG2,ADM,0.8,Alzheimer's Disease
GNG2,CALCR,0.931,Alzheimer's Disease
GNG2,GABBR1,0.95,Alzheimer's Disease
CALCR,GABBR1,0.748,Alzheimer's Disease
CALCR,IGHV3-16,0.8,Alzheimer's Disease
CALCR,GNB1,0.969,Alzheimer's Disease
CALCR,GNAS,0.987,Alzheimer's Disease
CALCR,ADM,0.991,Alzheimer's Disease
GNAS,ADM,0.898,Alzheimer's Disease
GABBR1,GNB1,0.952,Alzheimer's Disease
GNB1,ADM,0.801,Alzheimer's Disease
PTH,IGHV3-16,0.8,Alzheimer's Disease
ADM,IGHV3-16,0.8,Alzheimer's Disease
ADCY8,ADCY6,0.912,Alzheimer's Disease
ADCY8,ADCY3,0.914,Alzheimer's Disease
ADCY8,CNR1,0.919,Alzheimer's Disease
ADCY8,ADCY1,0.921,Alzheimer's Disease
ADCY8,ADCY4,0.945,Alzheimer's Disease
ADCY1,ADCY3,0.91,Alzheimer's Disease
ADCY1,CNR1,0.912,Alzheimer's Disease
ADCY6,CNR1,0.906,Alzheimer's Disease
ADCY6,ADCY3,0.919,Alzheimer's Disease
ADCY6,GNAI3,0.929,Alzheimer's Disease
ADCY6,GNAI2,0.931,Alzheimer's Disease
ADCY6,GNAI1,0.936,Alzheimer's Disease
ADCY6,ADCY4,0.949,Alzheimer's Disease
ADCY4,CNR1,0.907,Alzheimer's Disease
GNG2,CNR2,0.831,Alzheimer's Disease
ADCY2,CNR1,0.909,Alzheimer's Disease
ADCY10,CNR1,0.911,Alzheimer's Disease
CNR1,ADCY3,0.906,Alzheimer's Disease
CNR1,ADCY7,0.907,Alzheimer's Disease
CNR1,CNR2,0.981,Alzheimer's Disease
CNR2,GNAI1,0.909,Alzheimer's Disease
CNR2,GNB1,0.921,Alzheimer's Disease
GNB1,ADCY3,0.935,Alzheimer's Disease
ATP12A,ATP4A,0.902,Alzheimer's Disease
CCL2,CCL11,0.998,Alzheimer's Disease
CCL2,CCL5,0.999,Alzheimer's Disease
CCL2,CCL8,0.999,Alzheimer's Disease
CCL2,CXCL8,0.999,Alzheimer's Disease
CCL2,CXCL9,0.999,Alzheimer's Disease
CCL2,CCR2,0.999,Alzheimer's Disease
CCL13,CCL11,0.996,Alzheimer's Disease
CCL13,CXCL12,0.998,Alzheimer's Disease
CCL13,CCL8,0.998,Alzheimer's Disease
CCL13,CCL5,0.998,Alzheimer's Disease
CCL13,CCR1,0.998,Alzheimer's Disease
CCL13,CXCL9,0.999,Alzheimer's Disease
CCL13,CXCL10,0.999,Alzheimer's Disease
CCL13,CCR2,0.999,Alzheimer's Disease
CCR2,DEFB103A,0.99,Alzheimer's Disease
CCR2,CCL8,0.999,Alzheimer's Disease
CCR2,CCL7,0.999,Alzheimer's Disease
CCR5,CCR1,0.998,Alzheimer's Disease
CCR5,CCL8,0.999,Alzheimer's Disease
CCR5,CCL5,0.999,Alzheimer's Disease
CCR5,CCL4,0.999,Alzheimer's Disease
CCR5,CCL3,0.999,Alzheimer's Disease
CCR1,CCL3,0.999,Alzheimer's Disease
CCR1,CCL7,0.999,Alzheimer's Disease
CCR1,CCL5,0.999,Alzheimer's Disease
CCR1,CCL8,0.999,Alzheimer's Disease
CCL11,CCL5,0.995,Alzheimer's Disease
CCL11,CCL8,0.997,Alzheimer's Disease
CCL11,CXCL12,0.998,Alzheimer's Disease
CCL11,CXCL10,0.999,Alzheimer's Disease
CCL11,CXCL9,0.999,Alzheimer's Disease
CCL11,CXCL1,0.999,Alzheimer's Disease
CXCL10,CCL5,0.999,Alzheimer's Disease
CXCL10,CCL8,0.999,Alzheimer's Disease
CXCL10,CXCL12,0.999,Alzheimer's Disease
CXCL10,CXCL9,0.999,Alzheimer's Disease
CXCL8,CCL8,0.998,Alzheimer's Disease
CCL20,CCL5,0.999,Alzheimer's Disease
CCL20,CXCL12,0.999,Alzheimer's Disease
CXCL9,CXCL12,0.999,Alzheimer's Disease
CXCL9,CCL5,0.999,Alzheimer's Disease
CCL8,CCL5,0.995,Alzheimer's Disease
CXCL12,CXCR4,0.999,Alzheimer's Disease
CXCL12,CCL5,0.999,Alzheimer's Disease
CCL22,CCL5,0.926,Alzheimer's Disease
CCL22,CCL17,0.964,Alzheimer's Disease
CCL17,CCL21,0.998,Alzheimer's Disease
CCL17,CCL5,0.999,Alzheimer's Disease
CCL2,CXCL13,0.998,Alzheimer's Disease
CCL21,CXCL12,0.999,Alzheimer's Disease
CCL21,CCL5,0.999,Alzheimer's Disease
CCL21,CXCL11,0.999,Alzheimer's Disease
CCL21,CXCL10,0.999,Alzheimer's Disease
CCL21,CXCL9,0.999,Alzheimer's Disease
CXCL13,CXCL11,0.987,Alzheimer's Disease
CXCL13,CXCL10,0.994,Alzheimer's Disease
