UniprotID Prot_A,UniprotID Prot_B,String Score,Prot_A,Prot_B
O14775,P0DMS8,0.915,GNB5,ADORA3
O14775,P11229,0.924,GNB5,CHRM1
O14775,P14416,0.959,GNB5,DRD2
O14775,P17252,0.916,GNB5,PRKCA
O14775,P20366,0.904,GNB5,TAC1
O14775,P20382,0.903,GNB5,PMCH
O14775,P20396,0.901,GNB5,TRH
O14775,P21453,0.9,GNB5,S1PR1
O14775,P21554,0.925,GNB5,CNR1
O14775,P22888,0.9,GNB5,LHCGR
O14775,P24530,0.915,GNB5,EDNRB
O14775,P25098,0.94,GNB5,ADRBK1
O14775,P25100,0.916,GNB5,ADRA1A
O14775,P25100,0.918,GNB5,ADRA1D
O14775,P25103,0.915,GNB5,TACR1
O14775,P27361,0.725,GNB5,MAPK3
O14775,P28221,0.916,GNB5,HTR1D
O14775,P28222,0.916,GNB5,HTR1B
O14775,P28223,0.918,GNB5,HTR2A
O14775,P28335,0.916,GNB5,HTR2C
O14775,P30411,0.9,GNB5,BDKRB2
O14775,P30518,0.915,GNB5,AVPR2
O14775,P30542,0.916,GNB5,ADORA1
O14775,P30679,0.966,GNB5,GNA15
O14775,P30872,0.902,GNB5,SST
O14775,P32238,0.916,GNB5,CCKAR
O14775,P34969,0.918,GNB5,HTR7
O14775,P34972,0.915,GNB5,CNR2
O14775,P34995,0.915,GNB5,PTGER1
O14775,P35367,0.903,GNB5,HRH1
O14775,P35368,0.916,GNB5,ADRA1B
O14775,P35372,0.935,GNB5,OPRM1
O14775,P35462,0.915,GNB5,DRD3
O14775,P40145,0.917,GNB5,ADCY8
O14775,P41145,0.928,GNB5,OPRK1
O14775,P41146,0.925,GNB5,OPRL1
O14775,P41180,0.903,GNB5,CASR
O14775,P41594,0.911,GNB5,GRM5
O14775,P47871,0.914,GNB5,GCGR
O14775,P48039,0.915,GNB5,MTNR1A
O14775,P48051,0.801,GNB5,KCNJ6
O14775,P48546,0.914,GNB5,GIPR
O14775,P48549,0.793,GNB5,KCNJ3
O14775,P48645,0.9,GNB5,NMU
O14775,P50148,0.977,GNB5,GNAQ
O14775,P50150,0.999,GNB5,GNG4
O14775,P50406,0.916,GNB5,HTR6
O14775,P51828,0.917,GNB5,ADCY7
O14775,P55085,0.9,GNB5,F2RL1
O14775,P59533,0.9,GNB5,TAS2R38
O14775,P59768,0.999,GNB5,GNG2
O14775,P62873,0.907,GNB5,GNB1
O14775,P62879,0.907,GNB5,GNB2
O14775,P63096,0.956,GNB5,GNAI1
O14775,P63215,0.999,GNB5,GNG3
O14775,Q01970,0.911,GNB5,PLCB3
O14775,Q02156,0.938,GNB5,PRKCE
O14775,Q08462,0.922,GNB5,ADCY2
O14775,Q08828,0.917,GNB5,ADCY1
O14775,Q13255,0.909,GNB5,GRM1
O14775,Q13639,0.916,GNB5,HTR4
O14775,Q14416,0.906,GNB5,GRM2
O14775,Q14831,0.905,GNB5,GRM7
O14775,Q14832,0.911,GNB5,GRM3
O14775,Q14833,0.907,GNB5,GRM4
O14775,Q8NFM4,0.92,GNB5,ADCY4
O14775,Q8TE23,0.9,GNB5,TAS1R2
O14775,Q92806,0.778,GNB5,KCNJ9
O14775,Q96G91,0.9,GNB5,P2RY11
O14775,Q9H1C0,0.9,GNB5,LPAR5
O14775,Q9HC23,0.9,GNB5,PROK2
O14775,Q9NQ66,0.947,GNB5,PLCB1
O14775,Q9UBI6,0.967,GNB5,GNG12
O14775,Q9UBS5,0.946,GNB5,GABBR1
O14775,Q9Y2T6,0.9,GNB5,GPR55
O14786,O60462,0.839,NRP1,NRP2
O14786,P07900,0.906,NRP1,HSP90AA1
O14786,P15692,0.995,NRP1,VEGFA
O14786,P17948,0.995,NRP1,FLT1
O14786,P49765,0.865,NRP1,VEGFB
O14795,O75334,0.935,UNC13B,PPFIA2
O14795,Q86UR5,0.997,UNC13B,RIMS1
O14795,Q92777,0.935,UNC13B,SYN2
O14804,O14775,0.915,TAAR5,GNB5
O14804,O14908,0.902,TAAR5,GIP
O14804,O95467,0.914,TAAR5,GNAS
O14804,P01189,0.9,TAAR5,POMC
O14804,P07550,0.906,TAAR5,ADRB2
O14804,P22888,0.905,TAAR5,LHCGR
O14804,P30518,0.915,TAAR5,AVPR2
O14804,P34969,0.903,TAAR5,HTR7
O14804,P47871,0.9,TAAR5,GCGR
O14804,P48546,0.9,TAAR5,GIPR
O14804,P50406,0.904,TAAR5,HTR6
O14804,P62873,0.916,TAAR5,GNB1
O14804,P62879,0.915,TAAR5,GNB2
O14804,P63215,0.912,TAAR5,GNG3
O14804,Q13639,0.915,TAAR5,HTR4
O14810,O14795,0.962,CPLX1,UNC13B
O14810,O14994,0.936,CPLX1,SYN3
O14810,O75145,0.941,CPLX1,PPFIA3
O14810,O75334,0.933,CPLX1,PPFIA2
O14810,P63027,0.988,CPLX1,VAMP2
O14810,Q86UR5,0.944,CPLX1,RIMS1
O14810,Q92777,0.968,CPLX1,SYN2
O14827,P22612,0.832,RASGRF2,PRKACG
O14827,P78352,0.92,RASGRF2,DLG4
O14827,Q05586,0.917,RASGRF2,GRIN1
O14827,Q12879,0.947,RASGRF2,GRIN2A
O14827,Q13554,0.902,RASGRF2,CAMK2B
O14827,Q13555,0.91,RASGRF2,CAMK2G
O14827,Q13557,0.919,RASGRF2,CAMK2D
O14827,Q13972,0.907,RASGRF2,RASGRF1
O14827,Q9UQM7,0.943,RASGRF2,CAMK2A
O14832,Q96RQ9,0.904,PAH,IL4I1
O14842,O14775,0.9,FFAR1,GNB5
O14842,O60262,0.9,FFAR1,GNG7
O14842,P06307,0.954,FFAR1,CCK
O14842,P0C0P6,0.915,FFAR1,NPS
O14842,P20309,0.914,FFAR1,CHRM3
O14842,P20382,0.9,FFAR1,PMCH
O14842,P24530,0.9,FFAR1,EDNRB
O14842,P25098,0.907,FFAR1,ADRBK1
O14842,P25100,0.9,FFAR1,ADRA1A
O14842,P25100,0.9,FFAR1,ADRA1D
O14842,P25103,0.9,FFAR1,TACR1
O14842,P28335,0.903,FFAR1,HTR2C
O14842,P35368,0.9,FFAR1,ADRA1B
O14842,P41594,0.906,FFAR1,GRM5
O14842,P50148,0.95,FFAR1,GNAQ
O14842,P55085,0.902,FFAR1,F2RL1
O14842,Q00722,0.9,FFAR1,PLCB2
O14842,Q13255,0.914,FFAR1,GRM1
O14842,Q9NQ66,0.9,FFAR1,PLCB1
O14908,O43314,0.957,GIP,VIP
O14908,O95467,0.915,GIP,GNAS
O14908,O95622,0.92,GIP,ADCY5
O14908,P01185,0.906,GIP,AVP
O14908,P01189,0.944,GIP,POMC
O14908,P01275,0.992,GIP,GCG
O14908,P04629,0.977,GIPC1,NTRK1
O14908,P04629,0.973,RGS19,NTRK1
O14908,P08588,0.928,GIP,ADRB1
O14908,P0C0P6,0.944,GIP,NPS
O14908,P18509,0.945,GIP,ADCYAP1
O14908,P23560,0.92,GIPC1,BDNF
O14908,P30518,0.928,GIP,AVPR2
O14908,P34998,0.915,GIP,CRHR1
O14908,P43220,0.982,GIP,GLP1R
O14908,P47871,0.956,GIP,GCGR
O14908,P48546,0.997,GIP,GIPR
O14908,P50150,0.9,GIP,GNG4
O14908,P62873,0.9,GIP,GNB1
O14908,Q13639,0.935,GIP,HTR4
O14908,Q8TDU6,0.955,GIP,GPBAR1
O14920,P21580,0.963,IKBKB,TNFAIP3
O14920,P31749,0.974,IKBKB,AKT1
O14920,Q13490,0.961,IKBKB,BIRC2
O14920,Q99558,0.993,IKBKB,MAP3K14
O14920,Q9Y4K3,0.975,IKBKB,TRAF6
O14920,Q9Y6K9,0.999,IKBKB,IKBKG
O14994,O14795,0.935,SYN3,UNC13B
O14994,O75334,0.916,SYN3,PPFIA2
O14994,Q86UR5,0.941,SYN3,RIMS1
O14994,Q92777,0.931,SYN3,SYN2
O15020,O15020,0.907,SPTBN2,SPTB
O15078,P32745,0.958,BBS1,SSTR3
O15105,P84022,0.96,SMAD7,SMAD3
O15105,Q15796,0.962,SMAD7,SMAD2
O15111,A0A2Z4LIS9,0.951,CHUK,FOXO3
O15111,O00220,0.972,CHUK,TNF
O15111,O14920,0.991,CHUK,IKBKB
O15111,O95999,0.96,CHUK,BCL10
O15111,P31749,0.975,CHUK,AKT1
O15111,Q04206,0.995,CHUK,RELA
O15111,Q99558,0.987,CHUK,MAP3K14
O15111,Q9Y4K3,0.973,CHUK,TRAF6
O15111,Q9Y6K9,0.998,CHUK,IKBKG
O15117,P07947,0.904,SLA,YES1
O15117,P08631,0.954,SLA,HCK
O15123,P06241,0.904,ANGPT2,FYN
O15123,P07332,0.903,ANGPT2,FES
O15123,P27986,0.905,ANGPT2,PIK3R1
O15123,P42229,0.918,ANGPT2,STAT5A
O15123,Q02763,0.999,ANGPT2,TEK
O15123,Q15389,0.875,ANGPT2,ANGPT1
O15123,Q9Y264,0.81,ANGPT2,ANGPT4
O15130,O43612,0.945,NPFF,HCRT
O15130,O43613,0.943,NPFF,HCRTR1
O15130,O43614,0.924,NPFF,HCRTR2
O15130,P01148,0.946,NPFF,GNRH1
O15130,P01185,0.919,NPFF,AVP
O15130,P05067,0.9,NPFF,APP
O15130,P06307,0.938,NPFF,CCK
O15130,P0C0P6,0.979,NPFF,NPS
O15130,P20382,0.909,NPFF,PMCH
O15130,P20396,0.935,NPFF,TRH
O15130,P35367,0.91,NPFF,HRH1
O15130,P41594,0.908,NPFF,GRM5
O15130,P62879,0.9,NPFF,GNB2
O15130,P63215,0.9,NPFF,GNG3
O15130,Q13255,0.907,NPFF,GRM1
O15130,Q9HC23,0.92,NPFF,PROK2
O15169,A1A5B4,0.838,AXIN1,TP53
O15169,O14640,0.996,AXIN1,DVL1
O15169,O75592,0.977,AXIN1,MYC
O15169,P35222,0.999,AXIN1,CTNNB1
O15169,P49841,0.999,AXIN1,GSK3B
O15169,Q8IUQ4,0.997,AXIN1,SIAH1
O15169,Q9HB71,0.905,AXIN1,CACYBP
O15218,P01189,0.901,GPR18,POMC
O15218,P01213,0.9,GPR18,PDYN
O15218,P01303,0.907,GPR18,NPY
O15218,P0DMS8,0.921,GPR18,ADORA3
O15218,P14416,0.91,GPR18,DRD2
O15218,P18825,0.917,GPR18,ADRA2C
O15218,P21554,0.969,GPR18,CNR1
O15218,P35462,0.908,GPR18,DRD3
O15218,Q14416,0.9,GPR18,GRM2
O15218,Q9UBS5,0.914,GPR18,GABBR1
O15218,Q9Y2T6,0.933,GPR18,GPR55
O15230,Q496J9,0.646,LAMA5,SV2C
O15230,Q7L0J3,0.791,LAMA5,SV2A
O15230,Q7L1I2,0.654,LAMA5,SV2B
O15243,O14603,0.975,LEPR,PTPN1
O15243,O60674,0.99,LEPR,JAK2
O15243,O75354,0.836,LEPR,IL6
O15243,P26441,0.801,LEPR,CNTF
O15243,P52333,0.809,LEPR,JAK3
O15243,P54646,0.907,LEPR,PRKAA2
O15243,Q13131,0.903,LEPR,PRKAA1
O15264,A6ND01,0.898,MAPK13,JUN
O15264,A6NIR3,0.91,MAPK1,AGA
O15264,A6NMY6,0.932,MAPK1,ANXA2
O15264,B2RPK0,0.968,MAPK1,HMGB1
O15264,O00231,0.918,MAPK1,PSMD1
O15264,O00264,0.957,MAPK1,PGR
O15264,O00429,0.918,MAPK1,DNM1
O15264,O14613,0.935,MAPK13,CDC42
O15264,O14775,0.726,MAPK1,GNB5
O15264,O15264,0.814,MAPK13,MAPK1
O15264,O43823,0.905,MAPK1,AKAP9
O15264,O60271,0.947,MAPK1,MAPK8
O15264,O60271,0.638,MAPK13,MAPK8
O15264,O60942,0.916,MAPK1,CAP1
O15264,O75319,0.88,MAPK13,DUSP1
O15264,O75674,0.963,MAPK1,SRC
O15264,P01111,0.984,MAPK1,HRAS
O15264,P01116,0.985,MAPK1,KRAS
O15264,P01138,0.973,MAPK1,NGF
O15264,P03372,0.971,MAPK1,ESR1
O15264,P04271,0.933,MAPK1,S100B
O15264,P04629,0.929,MAPK1,NTRK1
O15264,P04632,0.922,MAPK1,CAPNS1
O15264,P05067,0.95,MAPK1,APP
O15264,P06239,0.958,MAPK1,LCK
O15264,P06241,0.941,MAPK1,FYN
O15264,P07900,0.979,MAPK1,HSP90AA1
O15264,P07947,0.926,MAPK1,YES1
O15264,P08238,0.942,MAPK1,HSP90AB1
O15264,P0DJI8,0.91,MAPK1,SAA1
O15264,P0DMV8,0.936,MAPK1,HSPA1A
O15264,P10619,0.908,MAPK1,CTSA
O15264,P10636,0.929,MAPK1,MAPT
O15264,P10636,0.939,MAPK13,MAPT
O15264,P15056,0.964,MAPK1,BRAF
O15264,P15336,0.962,MAPK13,ATF2
O15264,P16520,0.735,MAPK1,GNB3
O15264,P17252,0.941,MAPK1,PRKCA
O15264,P17655,0.963,MAPK1,CAPN2
O15264,P19838,0.954,MAPK1,NFKB1
O15264,P27348,0.936,MAPK1,YWHAQ
O15264,P27361,0.987,MAPK1,MAPK3
O15264,P29350,0.889,MAPK1,PTPN6
O15264,P29353,0.98,MAPK1,SHC1
O15264,P40763,0.989,MAPK1,STAT3
O15264,P42685,0.934,MAPK1,FRK
O15264,P45985,0.929,MAPK13,MAP2K4
O15264,P46734,0.965,MAPK13,MAP2K3
O15264,P48552,0.914,MAPK1,NRIP1
O15264,P49023,0.987,MAPK1,PXN
O15264,P49137,0.97,MAPK13,MAPKAPK2
O15264,P49841,0.657,MAPK1,GSK3B
O15264,P52564,0.977,MAPK13,MAP2K6
O15264,P53778,0.948,MAPK13,MAPK12
O15264,P55072,0.946,MAPK1,VCP
O15264,P61160,0.937,MAPK1,ACTR2
O15264,P61586,0.984,MAPK1,RHOA
O15264,P63104,0.94,MAPK1,YWHAZ
O15264,P63215,0.6,MAPK1,GNG3
O15264,P80511,0.912,MAPK1,S100A12
O15264,Q02078,0.933,MAPK13,MEF2A
O15264,Q02156,0.959,MAPK1,PRKCE
O15264,Q02790,0.926,MAPK1,FKBP5
O15264,Q04206,0.952,MAPK1,RELA
O15264,Q05397,0.94,MAPK1,PTK2
O15264,Q05655,0.961,MAPK1,PRKCD
O15264,Q06413,0.938,MAPK13,MEF2C
O15264,Q09472,0.688,MAPK1,EP300
O15264,Q12959,0.839,MAPK13,DLG1
O15264,Q13153,0.933,MAPK13,PAK1
O15264,Q13177,0.934,MAPK13,PAK2
O15264,Q14204,0.917,MAPK1,DYNC1H1
O15264,Q14814,0.933,MAPK13,MEF2D
O15264,Q15109,0.932,MAPK1,AGER
O15264,Q15750,0.928,MAPK13,TAB1
O15264,Q16288,0.5,MAPK1,NTRK3
O15264,Q16644,0.985,MAPK13,MAPKAPK3
O15264,Q8IW41,0.927,MAPK13,MAPKAPK5
O15264,Q8WU20,0.963,MAPK1,FRS2
O15264,Q9HAV0,0.737,MAPK1,GNB4
O15264,Q9UHL4,0.902,MAPK1,DPP7
O15264,Q9Y490,0.916,MAPK1,TLN1
O15264,Q9Y618,0.952,MAPK1,NCOR2
O15296,O15296,0.912,ALOX15B,ALOX15
O15296,P05181,0.905,ALOX15B,CYP2E1
O15303,O00230,0.9,GRM6,CORT
O15303,O14775,0.947,GRM6,GNB5
O15303,O60262,0.911,GRM6,GNG7
O15303,O75899,0.918,GRM6,GABBR2
O15303,P01189,0.908,GRM6,POMC
O15303,P01213,0.91,GRM6,PDYN
O15303,P01298,0.9,GRM6,PPY
O15303,P01303,0.907,GRM6,NPY
O15303,P08908,0.922,GRM6,HTR1A
O15303,P14416,0.931,GRM6,DRD2
O15303,P21453,0.902,GRM6,S1PR1
O15303,P28221,0.919,GRM6,HTR1D
O15303,P28222,0.914,GRM6,HTR1B
O15303,P30872,0.91,GRM6,SSTR1
O15303,P30872,0.909,GRM6,SST
O15303,P35346,0.925,GRM6,SSTR5
O15303,P41143,0.925,GRM6,OPRD1
O15303,P41145,0.926,GRM6,OPRK1
O15303,P63096,0.902,GRM6,GNAI1
O15303,Q14416,0.908,GRM6,GRM2
O15303,Q14831,0.902,GRM6,GRM7
O15303,Q14832,0.908,GRM6,GRM3
O15303,Q7RTX0,0.902,GRM6,TAS1R3
O15303,Q9HAV0,0.902,GRM6,GNB4
O15303,Q9UBS5,0.924,GRM6,GABBR1
O15315,P38398,0.997,RAD51,BRCA1
O15350,P46937,0.979,TP73,YAP1
O15357,A6NDL7,0.974,INPPL1,MET
O15357,O75791,0.545,INPPL1,GRB2
O15357,P29317,0.951,INPPL1,EPHA2
O15357,P29353,0.984,INPPL1,SHC1
O15379,O95477,0.924,HDAC3,ABCA1
O15379,P10826,0.903,HDAC3,RARB
O15379,P10828,0.627,HDAC3,THRB
O15379,P13631,0.9,HDAC3,RARG
O15379,P19793,0.948,HDAC3,RXRA
O15379,P28702,0.924,HDAC3,RXRB
O15379,P48443,0.926,HDAC3,RXRG
O15379,P48552,0.95,HDAC3,NRIP1
O15379,Q04206,0.972,HDAC3,RELA
O15379,Q07869,0.922,HDAC3,PPARA
O15379,Q09028,0.98,HDAC3,RBBP4
O15379,Q13133,0.92,HDAC3,NR1H3
O15379,Q13227,0.969,HDAC3,GPS2
O15379,Q13547,0.948,HDAC3,HDAC1
O15379,Q15596,0.907,HDAC3,NCOA2
O15379,Q15788,0.921,HDAC3,NCOA1
O15379,Q16576,0.968,HDAC3,RBBP7
O15379,Q16777,0.949,HDAC3,HIST2H2AC
O15379,Q16778,0.952,HDAC3,HIST2H2BE
O15379,Q92769,0.921,HDAC3,HDAC2
O15379,Q96QT6,0.972,HDAC3,PHF12
O15379,Q96ST3,0.986,HDAC3,SIN3A
O15379,Q9BY41,0.912,HDAC3,HDAC8
O15379,Q9BZK7,0.99,HDAC3,TBL1XR1
O15379,Q9UBN7,0.95,HDAC3,HDAC6
O15379,Q9UBU8,0.986,HDAC3,MORF4L1
O15379,Q9Y618,0.999,HDAC3,NCOR2
O15399,O43166,0.911,GRIN2D,SIPA1L1
O15399,O43823,0.933,GRIN2D,AKAP9
O15399,P01111,0.927,GRIN2D,HRAS
O15399,P07196,0.917,GRIN2D,NEFL
O15399,P0DP23,0.676,GRIN2D,CALM1
O15399,P17252,0.815,GRIN2D,PRKACA
O15399,P42261,0.94,GRIN2D,GRIA1
O15399,P42262,0.932,GRIN2D,GRIA2
O15399,P42263,0.933,GRIN2D,GRIA3
O15399,P46098,0.806,GRIN2D,HTR3A
O15399,P48058,0.937,GRIN2D,GRIA4
O15399,P62955,0.805,GRIN2D,CACNG7
O15399,P78352,0.975,GRIN2D,DLG4
O15399,Q05586,0.975,GRIN2D,GRIN1
O15399,Q12879,0.91,GRIN2D,GRIN2A
O15399,Q13224,0.911,GRIN2D,GRIN2B
O15399,Q13368,0.959,GRIN2D,DLG3
O15399,Q13554,0.926,GRIN2D,CAMK2B
O15399,Q13555,0.936,GRIN2D,CAMK2G
O15399,Q13557,0.91,GRIN2D,CAMK2D
O15399,Q14168,0.957,GRIN2D,DLG2
O15399,Q14957,0.908,GRIN2D,GRIN2C
O15399,Q6PI25,0.771,GRIN2D,CNIH2
O15399,Q8TBE1,0.74,GRIN2D,CNIH3
O15399,Q8TCU5,0.931,GRIN2D,GRIN3A
O15399,Q9ULH4,0.914,GRIN2D,LRFN2
O15399,Q9UQM7,0.933,GRIN2D,CAMK2A
O15399,Q9Y698,0.815,GRIN2D,CACNG2
O15446,P08575,0.982,CD3E,PTPRC
O15446,P15498,0.954,CD3E,VAV1
O15467,P13236,0.907,CCL16,CCL4
O15496,Q15102,0.666,PLA2G10,PAFAH1B3
O15519,O00220,0.986,CASP8,TNF
O15519,O14920,0.963,CASP8,IKBKB
O15519,Q04206,0.953,CASP8,RELA
O15519,Q13490,0.996,CASP8,BIRC2
O15519,Q9Y6K9,0.969,CASP8,IKBKG
O15520,O15520,0.915,FGF10,FGF1
O15520,O43320,0.908,FGF10,FGF16
O15520,O76093,0.925,FGF10,FGF18
O15520,O95684,0.963,FGF10,FGFR1
O15520,P01111,0.939,FGF10,HRAS
O15520,P11487,0.913,FGF10,FGF3
O15520,P21781,0.911,FGF10,FGF7
O15520,P21802,0.998,FGF10,FGFR2
O15520,P27986,0.905,FGF10,PIK3R1
O15520,P31371,0.913,FGF10,FGF9
O15520,Q07889,0.903,FGF10,SOS1
O15520,Q8WU20,0.947,FGF10,FRS2
O15524,O14543,0.93,SOCS1,SOCS3
O15524,P01568,0.913,SOCS1,IFNA21
O15524,P01574,0.97,SOCS1,IFNB1
O15524,P23458,0.982,SOCS1,JAK1
O15524,P42224,0.957,SOCS1,STAT1
O15530,O14920,0.922,PDPK1,IKBKB
O15530,O75674,0.959,PDPK1,SRC
O15530,P17252,0.906,PDPK1,PRKCA
O15530,P31749,0.999,PDPK1,AKT1
O15530,P31751,0.999,PDPK1,AKT2
O15554,A8MYU2,0.898,KCNN4,KCNU1
O15554,O95279,0.905,KCNN4,KCNK5
O15554,P0DP23,0.937,KCNN4,CALM1
O15554,P0DP24,0.883,KCNN4,CALM2
O15554,P0DP25,0.926,KCNN4,CALM3
O15554,Q12791,0.961,KCNN4,KCNMA1
O15554,Q16558,0.884,KCNN4,KCNMB1
O15554,Q92952,0.815,KCNN4,KCNN1
O15554,Q9H2S1,0.813,KCNN4,KCNN2
O15554,Q9NPA1,0.85,KCNN4,KCNMB3
O15554,Q9UGI6,0.815,KCNN4,KCNN3
O15554,Q9Y6H6,0.904,KCNN4,KCNE3
O43166,Q13224,0.904,SIPA1L1,GRIN2B
O43194,O14908,0.915,GPR39,GIP
O43194,O43314,0.925,GPR39,VIP
O43194,O95467,0.914,GPR39,GNAS
O43194,P01185,0.9,GPR39,AVP
O43194,P01189,0.921,GPR39,POMC
O43194,P01215,0.909,GPR39,CGA
O43194,P01258,0.902,GPR39,CALCA
O43194,P01275,0.926,GPR39,GCG
O43194,P01286,0.938,GPR39,GHRH
O43194,P05305,0.917,GPR39,EDN1
O43194,P0C0P6,0.918,GPR39,NPS
O43194,P14138,0.912,GPR39,EDN3
O43194,P18509,0.906,GPR39,ADCYAP1
O43194,P20800,0.916,GPR39,EDN2
O43194,P25100,0.905,GPR39,ADRA1D
O43194,P30556,0.901,GPR39,AGTR1
O43194,P34998,0.911,GPR39,CRHR1
O43194,P43088,0.917,GPR39,PTGFR
O43194,P43220,0.932,GPR39,GLP1R
O43194,P47901,0.9,GPR39,AVPR1B
O43194,P48546,0.908,GPR39,GIPR
O43194,P50150,0.912,GPR39,GNG4
O43194,P59768,0.912,GPR39,GNG2
O43194,P62873,0.915,GPR39,GNB1
O43194,Q01726,0.9,GPR39,MC1R
O43194,Q13324,0.918,GPR39,CRHR2
O43194,Q8TDU6,0.9,GPR39,GPBAR1
O43194,Q9NPC1,0.9,GPR39,LTB4R2
O43194,Q9UBI6,0.923,GPR39,GNG12
O43255,O00762,0.905,SIAH2,UBC
O43255,P37840,0.958,SIAH2,SNCA
O43255,Q8IUQ4,0.986,SIAH2,SIAH1
O43294,O15105,0.977,TGFB1,SMAD7
O43294,O75095,0.965,TGFB1,EGF
O43294,P00747,0.955,TGFB1,PLG
O43294,P01042,0.921,TGFB1,KNG1
O43294,P02751,0.985,TGFB1,FN1
O43294,P02768,0.959,TGFB1,ALB
O43294,P04275,0.935,TGFB1,VWF
O43294,P05019,0.969,TGFB1,IGF1
O43294,P05121,0.979,TGFB1,SERPINE1
O43294,P07996,0.981,TGFB1,THBS1
O43294,P14210,0.97,TGFB1,HGF
O43294,P15692,0.993,TGFB1,VEGFA
O43294,P84022,0.983,TGFB1,SMAD3
O43294,Q15796,0.987,TGFB1,SMAD2
O43306,O00408,0.788,ADCY6,PDE2A
O43306,O14908,0.904,ADCY6,GIP
O43306,O43314,0.92,ADCY6,VIP
O43306,O60262,0.917,ADCY6,GNG7
O43306,O76074,0.803,ADCY6,PDE5A
O43306,O95467,0.965,ADCY6,GNAS
O43306,P01185,0.917,ADCY6,AVP
O43306,P01189,0.917,ADCY6,POMC
O43306,P01210,0.9,ADCY6,PENK
O43306,P01213,0.906,ADCY6,PDYN
O43306,P01258,0.914,ADCY6,CALCA
O43306,P01286,0.911,ADCY6,GHRH
O43306,P01303,0.903,ADCY6,NPY
O43306,P08588,0.938,ADCY6,ADRB1
O43306,P0C0P6,0.908,ADCY6,NPS
O43306,P10082,0.9,ADCY6,PYY
O43306,P13945,0.928,ADCY6,ADRB3
O43306,P18089,0.929,ADCY6,ADRA2B
O43306,P18825,0.932,ADCY6,ADRA2C
O43306,P20382,0.902,ADCY6,PMCH
O43306,P21554,0.918,ADCY6,CNR1
O43306,P30542,0.933,ADCY6,ADORA1
O43306,P34972,0.907,ADCY6,CNR2
O43306,P34998,0.912,ADCY6,CRHR1
O43306,P35372,0.92,ADCY6,OPRM1
O43306,P35462,0.939,ADCY6,DRD3
O43306,P41146,0.924,ADCY6,OPRL1
O43306,P48546,0.906,ADCY6,GIPR
O43306,P50052,0.904,ADCY6,AGTR2
O43306,P51582,0.903,ADCY6,P2RY4
O43306,P59768,0.902,ADCY6,GNG2
O43306,P63096,0.943,ADCY6,GNAI1
O43306,Q08499,0.829,ADCY6,PDE4D
O43306,Q14416,0.903,ADCY6,GRM2
O43306,Q14432,0.763,ADCY6,PDE3A
O43306,Q14832,0.902,ADCY6,GRM3
O43306,Q9NQS5,0.904,ADCY6,GPR84
O43306,Q9UBS5,0.915,ADCY6,GABBR1
O43307,P18505,0.917,ARHGEF9,GABRB1
O43307,P18507,0.954,ARHGEF9,GABRG2
O43307,P28472,0.928,ARHGEF9,GABRB3
O43307,P47869,0.922,ARHGEF9,GABRA2
O43307,P47870,0.91,ARHGEF9,GABRB2
O43307,Q99928,0.909,ARHGEF9,GABRG3
O43307,Q9UN88,0.902,ARHGEF9,GABRQ
O43307,Q9Y639,0.905,ARHGEF9,NPTN
O43313,O15315,0.995,ATM,RAD51
O43313,P00519,0.988,ATM,ABL1
O43313,P38398,0.995,ATM,BRCA1
O43313,P43351,0.992,ATM,RAD52
O43313,Q92993,0.996,ATM,KAT5
O43314,O95467,0.903,VIP,GNAS
O43314,O95622,0.923,VIP,ADCY5
O43314,P01185,0.961,VIP,AVP
O43314,P01189,0.966,VIP,POMC
O43314,P01275,0.927,VIP,GCG
O43314,P01286,0.974,VIP,GHRH
O43314,P08588,0.946,VIP,ADRB1
O43314,P0C0P6,0.988,VIP,NPS
O43314,P16473,0.906,VIP,TSHR
O43314,P18509,0.929,VIP,ADCYAP1
O43314,P34998,0.954,VIP,CRHR1
O43314,P43220,0.954,VIP,GLP1R
O43314,P48546,0.937,VIP,GIPR
O43314,P50150,0.901,VIP,GNG4
O43314,P51828,0.922,VIP,ADCY7
O43314,P62873,0.901,VIP,GNB1
O43314,Q8TDU6,0.907,VIP,GPBAR1
O43314,Q9NQS5,0.9,VIP,GPR84
O43318,O00220,0.999,MAP3K7,TNF
O43318,O14920,0.991,MAP3K7,IKBKB
O43318,O15111,0.963,MAP3K7,CHUK
O43320,O15520,0.911,FGF16,FGF1
O43320,P01111,0.936,FGF16,HRAS
O43320,P21802,0.987,FGF16,FGFR2
O43320,P27986,0.904,FGF16,PIK3R1
O43353,P01138,0.924,RIPK2,NGF
O43353,Q9HBH7,0.902,RIPK2,BEX1
O43555,O43612,0.924,GNRH2,HCRT
O43555,O95665,0.901,GNRH2,NTS
O43555,P01148,0.992,GNRH2,GNRH1
O43555,P01185,0.917,GNRH2,AVP
O43555,P0C0P6,0.95,GNRH2,NPS
O43555,P20396,0.913,GNRH2,TRH
O43555,P29371,0.952,GNRH2,TACR3
O43555,P34947,0.9,GNRH2,GRK5
O43555,P34981,0.9,GNRH2,TRHR
O43555,Q9HC23,0.947,GNRH2,PROK2
O43559,O75791,0.967,FRS3,GRB2
O43559,P01111,0.903,FRS3,HRAS
O43559,P04629,0.97,FRS3,NTRK1
O43559,P20783,0.91,FRS3,NTF3
O43559,P23560,0.928,FRS3,BDNF
O43559,P34130,0.902,FRS3,NTF4
